genome,gene,confidence,level,pred_product,truth_product,correct
Caulobacter_vibrioides_NA1000,gene_a8d388338bb7,0.35,low,DNA-binding transcription regulator,amino acid efflux permease,0
Caulobacter_vibrioides_NA1000,gene_977741b3cd3a,0.35,low,Lipoprotein,alkaline phosphatase,0
Caulobacter_vibrioides_NA1000,gene_8b03db093e10,0.35,low,Serine protease,TonB-dependent receptor,0
Caulobacter_vibrioides_NA1000,gene_7cad018b4daa,0.35,low,Lipoprotein,NifU/IscU-family protein,0
Caulobacter_vibrioides_NA1000,gene_68109b9f9dce,0.35,low,Lipoprotein,carboxymethylenebutenolidase,0
Caulobacter_vibrioides_NA1000,gene_9ef128443964,0.35,low,DNA-binding transcription regulator,Abi superfamily/CAAX amino terminal protease,0
Caulobacter_vibrioides_NA1000,gene_b3eea3ef3e45,0.35,low,Lipoprotein,secreted polysaccharide polymerase hfsI,0
Caulobacter_vibrioides_NA1000,gene_a17d5c47844b,0.35,low,Lipoprotein,cytochrome b,0
Caulobacter_vibrioides_NA1000,gene_43631973c86c,0.35,low,ATP/GTP binding protein,"GTP-binding protein, probable translation factor",1
Caulobacter_vibrioides_NA1000,gene_5af913496c35,0.35,low,DNA-binding transcription regulator,5-methyltetrahydropteroyltriglutamate-- homocysteine methyltransferase,0
Caulobacter_vibrioides_NA1000,gene_7ba6b632a4ae,0.35,low,Lipoprotein,cupin superfamily protein,0
Caulobacter_vibrioides_NA1000,gene_3a46be8a8bda,0.45,low,Serine protease,nitrogen regulatory protein P-II,0
Caulobacter_vibrioides_NA1000,gene_6d10f32d4add,0.35,low,DNA-binding transcription regulator,SNARE-associated family membrane protein,0
Caulobacter_vibrioides_NA1000,gene_ddaa53491e29,0.35,low,Serine protease,gamma-glutamyltranspeptidase,0
Caulobacter_vibrioides_NA1000,gene_61900f7c5b0b,0.35,low,DNA-binding transcription regulator,"PTS system, N-acetylglucosamine-specific IIBC component",0
Caulobacter_vibrioides_NA1000,gene_19b12c0688ff,0.35,low,ATP/GTP binding protein,alpha-N-acetylglucosaminidase,0
Caulobacter_vibrioides_NA1000,gene_3e8a62e834e2,0.35,low,ATP/GTP binding protein,glucosamine-6-phosphate deaminase,0
Caulobacter_vibrioides_NA1000,gene_95668f298061,0.35,low,Lipoprotein,methionine biosynthesis protein MetW,0
Caulobacter_vibrioides_NA1000,gene_448f2f6520ca,0.35,low,DNA-binding transcription regulator,acyltransferase family protein,0
Caulobacter_vibrioides_NA1000,gene_c833ce9d5092,0.35,low,ATP/GTP binding protein,"alpha-1,2-mannosidase",0
Caulobacter_vibrioides_NA1000,gene_cc54bb594037,0.35,low,ATP/GTP binding protein,family 67 glycosyl hydrolase protein,0
Caulobacter_vibrioides_NA1000,gene_e8e6d4a40f5f,0.35,low,ATP/GTP binding protein,"DNA/RNA endonuclease G, NUC1",0
Caulobacter_vibrioides_NA1000,gene_95b7341849c4,0.35,low,Lipoprotein,FecR family protein,0
Caulobacter_vibrioides_NA1000,gene_f27c840bffee,0.35,low,DNA-binding transcription regulator,SpoIIM-family membrane protein,0
Caulobacter_vibrioides_NA1000,gene_25410c25672f,0.35,low,Lipoprotein,L-asparaginase,0
Caulobacter_vibrioides_NA1000,gene_5e86e464a499,0.35,low,ATP/GTP binding protein,AAA ATPase domain protein,0
Caulobacter_vibrioides_NA1000,gene_fec8d935ca81,0.35,low,DNA-binding transcription regulator,short-chain fatty acids transporter,0
Caulobacter_vibrioides_NA1000,gene_a9e66ff0a5ae,0.35,low,Serine protease,"alpha-1,2-mannosidase",0
Caulobacter_vibrioides_NA1000,gene_fe1149981eec,0.35,low,DNA-binding transcription regulator,chemotaxis histidine kinase protein cheAII,0
Caulobacter_vibrioides_NA1000,gene_ac4c6acc07cc,0.35,low,DNA-binding transcription regulator,FhaB-family exoprotein,0
Caulobacter_vibrioides_NA1000,gene_f73e62e4b301,0.35,low,DNA-binding transcription regulator,receiver domain-glutamate methylesterase CheBII,0
Caulobacter_vibrioides_NA1000,gene_1d1472dfd646,0.35,low,ATP/GTP binding protein,alginate export beta-barrel protein,0
Caulobacter_vibrioides_NA1000,gene_4ec8ce1177fb,0.45,low,ATP/GTP binding protein,nitrate transport ATP-binding protein nrtD,0
Caulobacter_vibrioides_NA1000,gene_4b7d4e31810d,0.35,low,DNA-binding transcription regulator,transposase,0
Caulobacter_vibrioides_NA1000,gene_e54995d72aba,0.35,low,Lipoprotein,type I restriction-modification system specificity subunit,0
Caulobacter_vibrioides_NA1000,gene_4d61379d80c3,0.35,low,DNA-binding transcription regulator,methyl-accepting chemotaxis protein McpK,0
Caulobacter_vibrioides_NA1000,gene_934b5444d6b6,0.35,low,ATP/GTP binding protein,"ABC-type polysaccharide/polyol phosphate transport system, ATPase component",0
Caulobacter_vibrioides_NA1000,gene_9f4e202602ac,0.35,low,Serine protease,C4-dicarboxylate transport protein,0
Caulobacter_vibrioides_NA1000,gene_70beed88d4cb,0.35,low,ATP/GTP binding protein,DEXQ-box helicase domain protein,0
Caulobacter_vibrioides_NA1000,gene_4e3f0b0caf5e,0.35,low,DNA-binding transcription regulator,TonB-dependent receptor,0
Caulobacter_vibrioides_NA1000,gene_eaf29f1c4398,0.35,low,Lipoprotein,beta-barrel assembly machine (BAM) protein BamF,0
Caulobacter_vibrioides_NA1000,gene_8808162ac622,0.35,low,ATPase,lipoprotein signal peptidase,0
Caulobacter_vibrioides_NA1000,gene_aba9ad7c3eff,0.35,low,Serine protease,GumN superfamily protein,0
Caulobacter_vibrioides_NA1000,gene_d79a446aec01,0.35,low,Serine protease,DegQ-family trypsin-like serine prototease,0
Caulobacter_vibrioides_NA1000,gene_4c3966264a2a,0.35,low,Lipoprotein,ADA regulatory protein/O6-methylguanine-DNA,0
Caulobacter_vibrioides_NA1000,gene_e3b38e18b376,0.35,low,Lipoprotein,tetratricopeptide repeat family protein,0
Caulobacter_vibrioides_NA1000,gene_fecba243d5d3,0.35,low,Lipoprotein,tellurium resistance protein terB,0
Caulobacter_vibrioides_NA1000,gene_7017fa159f3b,0.35,low,ATP/GTP binding protein,ferrous iron transport protein B,0
Caulobacter_vibrioides_NA1000,gene_3cf096cb0019,0.35,low,Lipoprotein,TonB-dependent receptor,0
Caulobacter_vibrioides_NA1000,gene_cc91313118cb,0.45,low,ATP/GTP binding protein,GTP-binding protein TypA/BipA,1
Caulobacter_vibrioides_NA1000,gene_cfa98d9863fd,0.35,low,Lipoprotein,tRNA methyltransferase/FAD-dependent oxidoreductase MnmC,0
Caulobacter_vibrioides_NA1000,gene_971c6ff7b9e8,0.35,low,DNA-binding transcription regulator,sphingolipid glycosyltransferase,0
Caulobacter_vibrioides_NA1000,gene_c0fc509f3487,0.35,low,ATP/GTP binding protein,"ABC transporter, ATP-binding protein cydD",0
Caulobacter_vibrioides_NA1000,gene_c97f5c7800e8,0.35,low,DNA-binding transcription regulator,"cytochrome bd-type quinol oxidase, subunit 2 cydB",0
Caulobacter_vibrioides_NA1000,gene_05eb2cc1aec7,0.35,low,ATP/GTP binding protein,GTP-binding protein YihA,1
Caulobacter_vibrioides_NA1000,gene_c765d81b779a,0.35,low,DNA-binding transcription regulator,conserved membrane spanning protein,0
Caulobacter_vibrioides_NA1000,gene_9925c07dd77e,0.35,low,ATP/GTP binding protein,"ABC transporter, ATP-binding protein cydC",0
Caulobacter_vibrioides_NA1000,gene_55670f46a7eb,0.45,low,DNA-binding transcription regulator,"transporter, major facilitator superfamily",0
Caulobacter_vibrioides_NA1000,gene_599837021841,0.35,low,DNA-binding transcription regulator,"lignostilbene-alpha,beta-dioxygenase",0
Caulobacter_vibrioides_NA1000,gene_e4453a42bfaf,0.35,low,Lipoprotein,flavin-binding monooxygenase-related protein,0
Caulobacter_vibrioides_NA1000,gene_fc4aaa56fa53,0.35,low,Serine protease,2-dehydro-3-deoxygalactonokinase,0
Caulobacter_vibrioides_NA1000,gene_b77c3da79764,0.35,low,Lipoprotein,"glucan 1,4-beta-glucosidase",0
Caulobacter_vibrioides_NA1000,gene_9826fe3b02f9,0.35,low,Lipoprotein,L-sorbosone dehydrogenase,0
Caulobacter_vibrioides_NA1000,gene_eb8d025c0b21,0.35,low,ATP/GTP binding protein,cation/multidrug efflux pump acrB2,0
Caulobacter_vibrioides_NA1000,gene_fb6ea636eaec,0.35,low,Lipoprotein,xylonate dehydratase xylD,0
Caulobacter_vibrioides_NA1000,gene_65397bc803d1,0.35,low,ATPase,amidophosphoribosyltransferase family protein,0
Caulobacter_vibrioides_NA1000,gene_41d15ec4bf72,0.35,low,ATP/GTP binding protein,ATP-dependent RNA helicase,0
Caulobacter_vibrioides_NA1000,gene_a352509f343f,0.35,low,ATP/GTP binding protein,ABC transporter ATP-binding protein,1
Caulobacter_vibrioides_NA1000,gene_090f94abccf3,0.35,low,Lipoprotein,MazE-like antitoxin protein,0
Caulobacter_vibrioides_NA1000,gene_e548734bb7c2,0.35,low,Serine protease,poly(3-hydroxyalkanoate) depolymerase,0
Caulobacter_vibrioides_NA1000,gene_eea79a3b715e,0.35,low,Lipoprotein,1-hydroxy-2-methyl-2-(E)-butenyl 4-diphosphate synthase,0
Caulobacter_vibrioides_NA1000,gene_e7f42cdfe8ed,0.35,low,DNA-binding transcription regulator,CHASE4-family GGDEF/EAL protein,0
Caulobacter_vibrioides_NA1000,gene_2d9a41fc37ac,0.35,low,ATP/GTP binding protein,inositol transport ATP-binding protein IatA,0
Caulobacter_vibrioides_NA1000,gene_ea2c20c8b1ad,0.35,low,DNA-binding transcription regulator,"inositol ABC transport system, permease protein IatP",0
Caulobacter_vibrioides_NA1000,gene_509e610730f4,0.35,low,ATP/GTP binding protein,AAA domain ATPase,0
Caulobacter_vibrioides_NA1000,gene_104005b76fe9,0.45,low,ATP/GTP binding protein,ClpB protein,0
Caulobacter_vibrioides_NA1000,gene_6aa9d4ad8b0f,0.35,low,Lipoprotein,sensory box GGDEF/EAL protein,0
Caulobacter_vibrioides_NA1000,gene_11776c919474,0.45,low,DNA-binding transcription regulator,flagellar biosynthesis protein FlhA,0
Caulobacter_vibrioides_NA1000,gene_f612ab32d19a,0.35,low,Serine protease,signal peptide peptidase A,0
Caulobacter_vibrioides_NA1000,gene_4adcf3a12069,0.35,low,Lipoprotein,TonB-dependent outer membrane receptor,0
Caulobacter_vibrioides_NA1000,gene_0abf250c5417,0.35,low,Lipoprotein,"ABC-type transport system involved in lipoprotein release, permease component LolE",1
Caulobacter_vibrioides_NA1000,gene_0981ead94cc1,0.35,low,ATP/GTP binding protein,"ABC-type transport system involved in lipoprotein release, ATPase component LolD",0
Caulobacter_vibrioides_NA1000,gene_d866b3ab3d6b,0.35,low,Lipoprotein,hybrid sensor histidine kinase/receiver protein,0
Caulobacter_vibrioides_NA1000,gene_6f7a0721c1eb,0.35,low,Lipoprotein,phosphinothricin N-acetyltransferase,0
Caulobacter_vibrioides_NA1000,gene_9a99ed28705e,0.35,low,Lipoprotein,protease II PtrB,0
Caulobacter_vibrioides_NA1000,gene_e9b85de4e176,0.35,low,Serine protease,general stress protein 17O,0
Caulobacter_vibrioides_NA1000,gene_22f573936463,0.35,low,Lipoprotein,Selenocysteine lyase/Cysteine desulfurase,0
Caulobacter_vibrioides_NA1000,gene_4d448a8003ce,0.35,low,Lipoprotein,general stress protein 17O,0
Caulobacter_vibrioides_NA1000,gene_e97fb0ebf8b9,0.35,low,Serine protease,"oxidoreductase, GMC family",0
Caulobacter_vibrioides_NA1000,gene_b9936aedc886,0.35,low,Serine protease,histidine ammonia-lyase,0
Caulobacter_vibrioides_NA1000,gene_a00e4cd69d3f,0.35,low,Lipoprotein,imidazolonepropionase,0
Caulobacter_vibrioides_NA1000,gene_eba23fe7072d,0.35,low,ATP/GTP binding protein,cysteinyl-tRNA(Pro) deacylase,0
Caulobacter_vibrioides_NA1000,gene_89a8a9aa58d4,0.35,low,ATP/GTP binding protein,TonB-dependent receptor,0
Caulobacter_vibrioides_NA1000,gene_c37d81b6dbf6,0.35,low,DNA-binding transcription regulator,gamma-glutamyltranspeptidase,0
Caulobacter_vibrioides_NA1000,gene_2ec1a98ce37c,0.35,low,ATP/GTP binding protein,M14 peptidase-family protein,0
Caulobacter_vibrioides_NA1000,gene_d2ed5560689b,0.35,low,DNA-binding transcription regulator,beta-xylosidase/alpha-L-arabinofuranosidase,0
Caulobacter_vibrioides_NA1000,gene_07fc77e182e6,0.35,low,Serine protease,tryptophan halogenase,0
Caulobacter_vibrioides_NA1000,gene_217b460e6ce0,0.35,low,Serine protease,GT1 family glyscosyl transferase,0
Caulobacter_vibrioides_NA1000,gene_593bd7119b39,0.45,low,Serine protease,S-layer protein rsaA,0
Caulobacter_vibrioides_NA1000,gene_f82a49a5dc41,0.45,low,Protein with sugar_transport_1 motif,alpha-ketoglutarate permease,0
Caulobacter_vibrioides_NA1000,gene_b5535acd2938,0.35,low,Lipoprotein,entericidin B-like protein,0
Caulobacter_vibrioides_NA1000,gene_91dfce2b2cf1,0.35,low,Lipoprotein,ACT domain protein,0
Caulobacter_vibrioides_NA1000,gene_ee3fe9fb74be,0.35,low,DNA-binding transcription regulator,phenylalanyl-tRNA synthetase beta chain,0
Caulobacter_vibrioides_NA1000,gene_de3731600893,0.35,low,DNA-binding transcription regulator,phenylalanyl-tRNA synthetase alpha chain,0
Caulobacter_vibrioides_NA1000,gene_8b9a3d6cd753,0.35,low,ATP/GTP binding protein,acylamino-acid-releasing enzyme,0
Caulobacter_vibrioides_NA1000,gene_04623dcb6a73,0.35,low,Serine protease,alpha/beta hydrolase family protein,0
Caulobacter_vibrioides_NA1000,gene_2df38fd2d8ab,0.35,low,DNA-binding transcription regulator,histidine protein kinase DivJ,0
Caulobacter_vibrioides_NA1000,gene_c182e296ea1a,0.35,low,Serine protease,MA superfamily peptidase,0
Caulobacter_vibrioides_NA1000,gene_bbc9814872c5,0.35,low,ATP/GTP binding protein,peptide chain release factor RF-3,0
Caulobacter_vibrioides_NA1000,gene_c256d28c6f7e,0.35,low,DNA-binding transcription regulator,histidinol-phosphate aminotransferase,0
Caulobacter_vibrioides_NA1000,gene_ddc7ddde14d0,0.35,low,DNA-binding transcription regulator,PAS-containing EAL phosphodiesterase,0
Caulobacter_vibrioides_NA1000,gene_86290d77ce15,0.495,low,ATP/GTP binding protein,RecA protein,0
Caulobacter_vibrioides_NA1000,gene_86c9d1331d0b,0.35,low,Lipoprotein,endoribonuclease L-PSP,0
Caulobacter_vibrioides_NA1000,gene_a010112a05b6,0.35,low,Lipoprotein,acetyltransferase,0
Caulobacter_vibrioides_NA1000,gene_9223d6759a17,0.35,low,Serine protease,TonB-dependent outer membrane receptor,0
Caulobacter_vibrioides_NA1000,gene_9943e460fb7b,0.35,low,DNA-binding transcription regulator,AIM24 family protein,0
Caulobacter_vibrioides_NA1000,gene_5a5a4e7fc718,0.35,low,Lipoprotein,uroporphyrin-III C-methyltransferase,0
Caulobacter_vibrioides_NA1000,gene_f10980fecad1,0.35,low,Lipoprotein,"sulfite reductase, beta subunit",0
Caulobacter_vibrioides_NA1000,gene_6a3a7c5fd73a,0.35,low,ATP/GTP binding protein,TonB-dependent receptor,0
Caulobacter_vibrioides_NA1000,gene_ef6f3e10ae15,0.45,low,DNA-binding transcription regulator,"transporter, major facilitator superfamily SucD",0
Caulobacter_vibrioides_NA1000,gene_c011706d6bee,0.35,low,ATP/GTP binding protein,ABC transporter ATP-binding protein,1
Caulobacter_vibrioides_NA1000,gene_5af94ec6fe17,0.35,low,ATP/GTP binding protein,nucleotidyltransferase family protein,0
Caulobacter_vibrioides_NA1000,gene_2c19345bcd2f,0.35,low,Serine protease,YjgP/YjgQ family membrane permease,0
Caulobacter_vibrioides_NA1000,gene_5a64897667d3,0.35,low,Lipoprotein,YjgP/YjgQ family membrane permease,0
Caulobacter_vibrioides_NA1000,gene_a47906a6f29e,0.35,low,Lipoprotein,phosphatidylglycerophosphate synthase,0
Caulobacter_vibrioides_NA1000,gene_e110c0e4e325,0.35,low,ATP/GTP binding protein,sphingosine kinase/diacylglycerol kinase-related protein,0
Caulobacter_vibrioides_NA1000,gene_0b21a7bd9c9a,0.35,low,DNA-binding transcription regulator,NADH-ubiquinone oxidoreductase,0
Caulobacter_vibrioides_NA1000,gene_d74ba3341392,0.35,low,Lipoprotein,pyrimidine utilization protein A,0
Caulobacter_vibrioides_NA1000,gene_12c005e0092f,0.35,low,Lipoprotein,Sulfatase-modifying factor enzyme 1,0
Caulobacter_vibrioides_NA1000,gene_2297a6d7f407,0.35,low,Lipoprotein,amino acid permease,0
Caulobacter_vibrioides_NA1000,gene_e05b7ab865dd,0.35,low,Lipoprotein,23S rRNA methyltransferase,0
Caulobacter_vibrioides_NA1000,gene_6cad19aa47b8,0.35,low,ATP/GTP binding protein,FepC-type transporter protein,0
Caulobacter_vibrioides_NA1000,gene_3a0fdbf1c9b3,0.35,low,Lipoprotein,dihydrodipicolinate synthase,0
Caulobacter_vibrioides_NA1000,gene_ed83c7eb71f6,0.35,low,Lipoprotein,cytochrome c,0
Caulobacter_vibrioides_NA1000,gene_a986bc4347ab,0.35,low,Lipoprotein,piperideine-6-carboxylate dehydrogenase,0
Caulobacter_vibrioides_NA1000,gene_30ea98330339,0.35,low,Lipoprotein,cytochrome c5,0
Caulobacter_vibrioides_NA1000,gene_b9d95bc43a54,0.35,low,ATP/GTP binding protein,glycerol kinase,0
Caulobacter_vibrioides_NA1000,gene_30531ace058f,0.35,low,Lipoprotein,NADP-dependent aldose oxidoreductase,0
Caulobacter_vibrioides_NA1000,gene_3fd1d0cdb456,0.35,low,DNA-binding transcription regulator,"multidrug resistance transporter, Bcr family",0
Caulobacter_vibrioides_NA1000,gene_fa0c22a76421,0.35,low,Lipoprotein,stalk-specific protein X,0
Caulobacter_vibrioides_NA1000,gene_3f20241f9dfd,0.35,low,ATP/GTP binding protein,translation elongation factor Tu (EF-TU),0
Caulobacter_vibrioides_NA1000,gene_88e5444f1f9e,0.35,low,Lipoprotein,acetyltransferase domain protein,0
Caulobacter_vibrioides_NA1000,gene_9acfa143a883,0.35,low,ATP/GTP binding protein,"ABC-type multidrug transport system, ATPase component",0
Caulobacter_vibrioides_NA1000,gene_9710bc33172d,0.45,low,Lipoprotein,ABC2-family membrane transporter,0
Caulobacter_vibrioides_NA1000,gene_891ba700f34c,0.35,low,ATP/GTP binding protein,recombination factor protein RarA,0
Caulobacter_vibrioides_NA1000,gene_8fb9bde2f998,0.45,low,Serine protease,5-dehydro-2-deoxygluconokinase IolC,0
Caulobacter_vibrioides_NA1000,gene_79630c0ffdb0,0.35,low,ATP/GTP binding protein,"Fe-S cluster assembly ABC-type transport system, permease and ATPase components",0
Caulobacter_vibrioides_NA1000,gene_62d21bc262a6,0.35,low,Lipoprotein,electron transfer flavoprotein-ubiquinone oxidoreductase FzeA,0
Caulobacter_vibrioides_NA1000,gene_d70fb2f3b335,0.35,low,Lipoprotein,tetratricopeptide repeat family protein TtpA,0
Caulobacter_vibrioides_NA1000,gene_753509a1b627,0.35,low,DNA-binding transcription regulator,ammonium transporter/methylammonium transporter,0
Caulobacter_vibrioides_NA1000,gene_ba903b4d6365,0.45,low,DNA-binding transcription regulator,CzcO-family flavin monooxygenase,0
Caulobacter_vibrioides_NA1000,gene_b875d5e2147a,0.45,low,Lipoprotein,"acyl-CoA dehydrogenase, short-chain specific",0
Caulobacter_vibrioides_NA1000,gene_46a05fafffe9,0.35,low,Lipoprotein,methyltransferase,0
Caulobacter_vibrioides_NA1000,gene_42c9d64e6e4c,0.35,low,ATP/GTP binding protein,3-oxoacyl-(acyl-carrier-protein) synthase III,0
Caulobacter_vibrioides_NA1000,gene_a6c841051b3e,0.35,low,DNA-binding transcription regulator,LL-diaminopimelate aminotransferase,0
Caulobacter_vibrioides_NA1000,gene_4b753b8d0b91,0.35,low,ATP/GTP binding protein,"fructose-1,6-bisphosphatase, FIG superfamily",0
Caulobacter_vibrioides_NA1000,gene_041a41ebc01a,0.35,low,Serine protease,3-deoxy-7-phosphoheptulonate synthase,0
Caulobacter_vibrioides_NA1000,gene_0a77097e4ac7,0.35,low,Lipoprotein,methyl-accepting chemotaxis protein,0
Caulobacter_vibrioides_NA1000,gene_d90c444aab22,0.35,low,Lipoprotein,CRP-family transcription regulator FtrB,0
Caulobacter_vibrioides_NA1000,gene_71a6ed887b85,0.35,low,DNA-binding transcription regulator,dihydroxyacid dehydratase,0
Caulobacter_vibrioides_NA1000,gene_a2c729375b5d,0.35,low,Lipoprotein,FAD-dependent dehydrogenase,0
Caulobacter_vibrioides_NA1000,gene_46fcf3722844,0.35,low,ATP/GTP binding protein,cystine transport ATP-binding protein,1
Caulobacter_vibrioides_NA1000,gene_dde1607e106c,0.35,low,Lipoprotein,cystine-binding protein,0
